24,"Kellogg's","Kellogg s Raisin Bran Cereal ",44,"4.5","2015-12-05 23:16:35.436370",2,3,"cereal"
25,"Kellogg's","Kellogg s Froot Loops Cereal ",63,"5.0","2015-12-05 23:16:35.436370",2,4,"cereal"
26,"Cheerios","Multi Grain Cheerios Peanut Butter Cereal ",14,"5.0","2015-12-05 23:16:35.436370",2,5,"cereal"
27,"Kellogg's","Kellogg s Original Special K Cereal",123,"5.0","2015-12-05 23:16:35.436370",2,6,"cereal"
28,"Other","Cocoa Puffs Frosted Corn Cereal ",15,"4.5","2015-12-05 23:16:35.436370",2,7,"cereal"
29,"Other","Great Value Extra Raisin Bran Cereal",29,"4.5","2015-12-05 23:16:35.436370",2,8,"cereal"
30,"Other","Hershey s Cookies n Creme Cereal ",12,"4.0","2015-12-05 23:16:35.436370",2,9,"cereal"
31,"Post","Post Selects Great Grains Raisins Dates Pecans Cereal",47,"5.0","2015-12-05 23:16:35.436370",2,10,"cereal"
32,"Other","Trix Wildberry Red Swirls Cereal ",17,"4.5","2015-12-05 23:16:35.436370",2,11,"cereal"
33,"Post","Post Honey Comb Cereal",12,"5.0","2015-12-05 23:16:35.436370",2,12,"cereal"
34,"Other","Malt O Meal Frosted Flakes Cereal ",55,"4.5","2015-12-05 23:16:35.436370",2,13,"cereal"
35,"Other","Malt O Meal Cocoa Dyno Bites Cereal",24,"5.0","2015-12-05 23:16:35.436370",2,14,"cereal"
36,"Kellogg's","Kellogg s Special K Chocolatey Delight Cereal ",45,"5.0","2015-12-05 23:16:35.436370",2,15,"cereal"
37,"Other","Malt O Meal Cereal Marshmallow Mateys",24,"4.5","2015-12-05 23:16:35.436370",2,16,"cereal"
38,"Other","Great Value Crunchy Honey Oats Cereal",28,"4.5","2015-12-05 23:16:35.436370",2,17,"cereal"
39,"Other","Quaker Oatmeal Squares Brown Sugar Cereal",113,"4.5","2015-12-05 23:16:35.436370",2,18,"cereal"
40,"Other","Great Value Sugar Frosted Flakes Cereal",14,"4.5","2015-12-05 23:16:35.436370",2,19,"cereal"
41,"Other","French Toast Crunch Cereal",0,"NONE","2015-12-05 23:16:35.436370",3,0,"cereal"
42,"Other","Chocolate Toast Crunch Cereal ",11,"3.5","2015-12-05 23:16:35.436370",3,1,"cereal"
43,"Kellogg's","Kellogg s Special K Oats Honey Cereal ",52,"5.0","2015-12-05 23:16:35.436370",3,2,"cereal"
44,"Kellogg's","Kellogg s Special K Oats Honey Cereal ",28,"4.5","2015-12-05 23:16:35.436370",3,3,"cereal"
45,"Kellogg's","Kellogg s Crunchy Nut Golden Honey Nut Flakes Cereal ",32,"5.0","2015-12-05 23:16:35.436370",3,4,"cereal"
46,"Cheerios","Cheerios Gluten Free Cereal",186,"5.0","2015-12-05 23:16:35.436370",3,5,"cereal"
47,"Other","Quaker  Natural Granola with Raisins/\",61,"4.0","2015-12-05 23:16:35.436370",3,6,"cereal"
48,"Kashi","Kashi Berry Fruitful Biscuits Cereal ",13,"4.5","2015-12-05 23:16:35.436370",3,7,"cereal"
49,"Kellogg's","Kellogg s Krave Chocolate Cereal ",21,"5.0","2015-12-05 23:16:35.436370",3,8,"cereal"
50,"Other","Corn Chex Cereal",10,"4.5","2015-12-05 23:16:35.436370",3,9,"cereal"
51,"Kellogg's","Kellogg  s Frosted Mini Wheats Bite Size Cereal",68,"5.0","2015-12-05 23:16:35.436370",3,10,"cereal"
52,"Other","Great Value Frosted Shredded Wheat Cereal",33,"4.5","2015-12-05 23:16:35.436370",3,11,"cereal"
53,"Other","Quaker Cap n Crunch Original Cereal",14,"4.5","2015-12-05 23:16:35.436370",3,12,"cereal"
54,"Post","Post Shredded Wheat Original Big Biscuit Cereal  count",21,"5.0","2015-12-05 23:16:35.436370",3,13,"cereal"
55,"Post","Post Fruity Pebbles Cereal ",22,"4.5","2015-12-05 23:16:35.436370",3,14,"cereal"
56,"Other","Life Cinnamon Cereal",14,"4.5","2015-12-05 23:16:35.436370",3,15,"cereal"
57,"Other","Great Value Crisp Rice Cereal",14,"4.5","2015-12-05 23:16:35.436370",3,16,"cereal"
58,"Other","Cream Of Wheat Enriched Farina    Minute",27,"5.0","2015-12-05 23:16:35.436370",3,17,"cereal"
59,"Other","Great Value Toasted Corn Cereal",6,"5.0","2015-12-05 23:16:35.436370",3,18,"cereal"
60,"Other","Great Value Crunchy Nugget Cereal",34,"4.5","2015-12-05 23:16:35.436370",3,19,"cereal"
61,"Other","Cap n Crunch s Crunch Berries Sweetened Corn Oat Cereal",10,"5.0","2015-12-05 23:20:42.688952",1,0,"cold cereal"
62,"Kellogg's","Kellogg s Apple Jacks Cereal ",52,"4.5","2015-12-05 23:20:42.688952",1,1,"cold cereal"
63,"Cheerios","Cheerios Gluten Free Cereal",186,"5.0","2015-12-05 23:20:42.688952",1,2,"cold cereal"
64,"Kellogg's","Kellogg s Rice Krispies Cereal",60,"5.0","2015-12-05 23:20:42.688952",1,3,"cold cereal"
65,"Kellogg's","Kellogg s Froot Loops Cereal ",63,"5.0","2015-12-05 23:20:42.688952",1,4,"cold cereal"
66,"Cheerios","Honey Nut Cheerios Gluten Free Cereal ",205,"5.0","2015-12-05 23:20:42.688952",1,5,"cold cereal"
67,"Cheerios","Cheerios Honey Nut Cereal ",205,"5.0","2015-12-05 23:20:42.688952",1,6,"cold cereal"
68,"Kellogg's","Kellogg s Frosted Flakes Cereal",117,"4.5","2015-12-05 23:20:42.688952",1,7,"cold cereal"
69,"Kellogg's","Kellogg s Original Special K Cereal",123,"5.0","2015-12-05 23:20:42.688952",1,8,"cold cereal"
70,"Other","Raisin Nut Bran Cereal ",24,"5.0","2015-12-05 23:20:42.688952",1,9,"cold cereal"
71,"Other","Great Value Raisin Bran Cereal",74,"4.5","2015-12-05 23:20:42.688952",1,10,"cold cereal"
72,"Other","Sunbelt w Raisins Dates Almonds Fruit Nut Granola Cereal",17,"5.0","2015-12-05 23:20:42.688952",1,11,"cold cereal"
73,"Other","Cascadian Farm Organic Fruit And Nut Organic Granola ",71,"4.5","2015-12-05 23:20:42.688952",1,12,"cold cereal"
74,"Other","Great Value Toasted Whole Grain Oat Cereal",42,"4.5","2015-12-05 23:20:42.688952",1,13,"cold cereal"
75,"Other","Great Value Cinnamon Crunch Cereal",34,"3.5","2015-12-05 23:20:42.688952",1,14,"cold cereal"
76,"Post","Post Shredded Wheat Original Big Biscuit Cereal  count",21,"5.0","2015-12-05 23:20:42.688952",1,15,"cold cereal"
77,"Other","Great Value Toasted Rice Cereal ",16,"5.0","2015-12-05 23:20:42.688952",1,16,"cold cereal"
78,"Kellogg's","Kellogg s Special K Chocolatey Delight Cereal ",45,"5.0","2015-12-05 23:20:42.688952",1,17,"cold cereal"
79,"Other","Fiber One Honey Clusters Cereal ",25,"4.5","2015-12-05 23:20:42.688952",1,18,"cold cereal"
80,"Other","Great Value Bran Flakes Cereal ",18,"4.5","2015-12-05 23:20:42.688952",1,19,"cold cereal"
81,"Other","Quaker  Natural Granola with Raisins/\"",61,"4.0","2015-12-05 23:20:42.688952",2,0,"cold cereal"
82,"Other","Kix Crispy Corn Puffs Cereal",12,"4.5","2015-12-05 23:20:42.688952",2,1,"cold cereal"
83,"Kellogg's","Kellogg s Corn Flakes Cereal",46,"4.5","2015-12-05 23:20:42.688952",2,2,"cold cereal"
84,"Cheerios","Multi Grain Cheerios Peanut Butter Cereal ",14,"5.0","2015-12-05 23:20:42.688952",2,3,"cold cereal"
85,"Kellogg's","Kellogg s Special K Oats Honey Cereal ",28,"4.5","2015-12-05 23:20:42.688952",2,4,"cold cereal"
86,"Other","French Toast Crunch Cereal",0,"NONE","2015-12-05 23:20:42.688952",2,5,"cold cereal"
87,"Cheerios","Cheerios Protein Cinnamon Almond Cereal ",22,"4.5","2015-12-05 23:20:42.688952",2,6,"cold cereal"
88,"Kellogg's","Kellogg s Frosted Flakes Cereal ",117,"4.5","2015-12-05 23:20:42.688952",2,7,"cold cereal"
89,"Cheerios","Cheerios Family Size Gluten Free Cereal",45,"4.5","2015-12-05 23:20:42.688952",2,8,"cold cereal"
90,"Other","Quaker Life Maple Brown Sugar Cereal ",0,"NONE","2015-12-05 23:20:42.688952",2,9,"cold cereal"
91,"Cheerios","Multi Grain Cheerios Gluten Free Cereal",16,"5.0","2015-12-05 23:20:42.688952",2,10,"cold cereal"
92,"Other","Chocolate Toast Crunch Cereal ",11,"3.5","2015-12-05 23:20:42.688952",2,11,"cold cereal"
93,"Other","Wheaties Cereal ",25,"5.0","2015-12-05 23:20:42.688952",2,12,"cold cereal"
94,"Other","Fiber One Original Cereal ",49,"4.5","2015-12-05 23:20:42.688952",2,13,"cold cereal"
95,"Other","Great Value Frosted Shredded Wheat Cereal",33,"4.5","2015-12-05 23:20:42.688952",2,14,"cold cereal"
96,"Post","Post Shredded Wheat Wheat n Bran Spoon Size Cereal",36,"5.0","2015-12-05 23:20:42.688952",2,15,"cold cereal"
97,"Other","Raisin Bran Cereal",25,"5.0","2015-12-05 23:20:42.688952",2,16,"cold cereal"
98,"Other","Chex Wheat Cereal",16,"4.5","2015-12-05 23:20:42.688952",2,17,"cold cereal"
99,"Post","Post Selects Great Grains Raisins Dates Pecans Cereal",47,"5.0","2015-12-05 23:20:42.688952",2,18,"cold cereal"
100,"Post","Post Honey Comb Cereal",12,"5.0","2015-12-05 23:20:42.688952",2,19,"cold cereal"
101,"Kellogg's","Kellogg s Special K Oats Honey Cereal ",52,"5.0","2015-12-05 23:20:42.688952",3,0,"cold cereal"
102,"Other","Reese s Puffs Cereal ",19,"4.5","2015-12-05 23:20:42.688952",3,1,"cold cereal"
103,"Kellogg's","Kellogg s Crispix Cereal",23,"5.0","2015-12-05 23:20:42.688952",3,2,"cold cereal"
104,"Other","Total Whole Grain Cereal",18,"4.5","2015-12-05 23:20:42.688952",3,3,"cold cereal"
105,"Other","Chex Vanilla Cereal ",12,"4.0","2015-12-05 23:20:42.688952",3,4,"cold cereal"
106,"Other","Corn Chex Cereal",10,"4.5","2015-12-05 23:20:42.688952",3,5,"cold cereal"
107,"Other","Honey Nut Chex Cereal ",19,"4.5","2015-12-05 23:20:42.688952",3,6,"cold cereal"
108,"Cheerios","Cheerios Protein Oats Honey Cereal",8,"5.0","2015-12-05 23:20:42.688952",3,7,"cold cereal"
109,"Other","Straw Propeller Gourmet Foods .  oz. Cinnamon Raisin Cold Cereal Muesli Case Pack /\"",0,"NONE","2015-12-05 23:20:42.688952",3,8,"cold cereal"
110,"Other","Straw Propeller Gourmet Foods .  oz. Multi Berry Cold Cereal Muesli Case Pack /\"",0,"NONE","2015-12-05 23:20:42.688952",3,9,"cold cereal"
111,"Other","Straw Propeller Gourmet Foods .  oz. Extra Ordinary Cold Cereal Muesli Case Pack /\"",0,"NONE","2015-12-05 23:20:42.688952",3,10,"cold cereal"
112,"Kashi","Kashi GoLean Crunch Cereal ",0,"NONE","2015-12-05 23:20:42.688952",3,11,"cold cereal"
113,"Other","Malt O Meal Cereal Honey Nut Scooters",41,"4.5","2015-12-05 23:20:42.688952",3,12,"cold cereal"
114,"Other","Great Value Crunchy Nugget Cereal",34,"4.5","2015-12-05 23:20:42.688952",3,13,"cold cereal"
115,"Other","Malt O Meal Honey Oat Blenders With Almonds Cereal",36,"5.0","2015-12-05 23:20:42.688952",3,14,"cold cereal"
116,"Other","Great Value Toasted Corn Cereal",6,"5.0","2015-12-05 23:20:42.688952",3,15,"cold cereal"
117,"Kellogg's","Kellogg s Special K Cinnamon Pecan Cereal ",94,"5.0","2015-12-05 23:20:42.688952",3,16,"cold cereal"
118,"Other","Cinnamon Toast Crunch Cereal ",34,"4.5","2015-12-05 23:20:42.688952",3,17,"cold cereal"
119,"Kellogg's","Kellogg s Frosted Flakes Cereal ",117,"4.5","2015-12-05 23:20:42.688952",3,18,"cold cereal"
120,"Other","Hershey s Cookies n Creme Cereal ",12,"4.0","2015-12-05 23:20:42.688952",3,19,"cold cereal"
